cluster_ID,genes
1,CD9
2,C10orf10
3,HLA-C;CD74;IFI27;HLA-B;HLA-E;TXNIP;IFITM3;THBD;HLA-A;IFITM2;CDKN1A;IFI16
4,LMO2;DDX3X;DDIT4;BST2;NRN1;TNFSF10;LAP3;GBP4;CHMP5;PSMB9;IFIT3;IFNGR1;B2M;LIPA;MX1;CCND3;VEGFC;XAF1;OAS2;HLA-F;GCH1;CDK17;ARHGEF3;ADAR;IFI44;PLSCR1;IGFBP2;SLFN5;EHD4;Endothelial cells CD36+
5,DUSP5;PTMA;ELF1;LEPR;ISG15;IFI6;Endothelial cells LTC4S+ SEMA3G+;WARS;IFI44L;HEG1;CX3CL1;VAMP5
6,Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;CYP1B1
7,TNFAIP3;SOCS2;Endothelial cells DARC+;IL1R1;C4orf32;CYTH1;PMAIP1;PIM3
8,CD69;ALDH1A1;CCL4;PFKFB3;SAMHD1;Glial cells;FAM134B
9,ANGPTL1;RPL22;MAB21L2;AHNAK2;CES1;EIF3L;Pericytes RERGL+ NTRK2+
10,VMP1;STAT1;SPATS2L;FNDC3B;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;GBP1;TBX3;SCARB2;Inflammatory fibroblasts IL11+ CHI3L1+;RARRES3;IL6ST;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+
11,HES4;FKBP5;B4GALT5;MT1G;RBM25;Endothelial cells CA4+ CD36+;TAGAP;MT1F;SAMD4A;IRF7;TLK2;ALYREF;NCOA3;TRIM38;IRF2;ANXA2R;PSMB8;Pericytes HIGD1B+ STEAP4+;NFIL3;CCL8;STEAP4
12,SERPINE1;CLEC2B;MAX;PHF11;PARP9;EXT1;PARP12;OPTN;GJA4;EPSTI1;RBCK1;UBE2L6;OGFR;ABLIM3;NMI;HELZ2;TNFRSF10A;TCF7L2;IFIT5;DTX3L;PML;IFIT2;RNF213;GBP2;SP110;BAG1;DDX60;PI4K2B;OAS3;TREX1;PRKD2;DDX58;RNF114;CRY1;MB21D1;IL15;AKT3;LY6E;RNF19B;TAP1;BCL3;LRG1;MYOF;SPTLC2;CCDC109B;GCA;KIAA0040;CSRNP1;IFIT1
13,LGMN;PDK1;BLVRA;IMPA2;SUN2;DCP1A;GAK;PPM1K;MAP3K5;IL15RA;CXCL9;TMEM140;MYD88;GBA;SLC15A3;ANKFY1;CD274;ATP10D;CCDC92;MT1H;TRIM5;LPCAT1;ETV6;TRIM25;CASP7;C15orf48;Stromal Cycling cells;TRAFD1;GBP5;ERLIN1;TRIM14;CFB;SLC25A30;C4orf33;SECTM1;IRF9;FNDC4;ZNF385B;ZBP1;USP18;UPP2;UNC93B1;ULK4;TRIM34;TMEM255A;TFEC;TDRD7;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PUS1;PMM2;PHF15;PDGFRL;PADI2;P2RY6;OASL;NT5C3;NPAS2;NOD2;NEURL3;NDC80;MVB12B;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GPX2;GK;G6PC;FZD5;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;ENPP1;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C9orf91;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;ARNTL;ARG2;AQP9;APOBEC3A;ANKRD22;AMPH;ABTB2;AIM2;SIRPA;MTHFD2L;JAK2;TMEM51;PNPT1;SLC25A28;ST3GAL4;GBP3;BTN3A3;WHAMM;SCO2;TRIM21;SNN;IDO1;NCF1;ACSL1;SOCS1;TLR3;CCL5;NAPA;CPT1A;HERC6;RASSF4;APOL2;SLC16A1;RTP4
14,LGALS3;CCL19;TYMP;COMMD3;GALNT2;IFI35;MAFF;SPSB1;PLIN2;SMAD3;APOL1;MAFB;RNASE4;PXK;CXCL10
15,MCL1;ATF3;PNRC1;TNFSF13B;Fibroblasts SFRP2+ SLPI+;SERPING1;Fibroblasts KCNN3+ LY6H+;ADM;TNFAIP6;FAM46A;JUNB;NAMPT
16,RGS1;ISG20;Lymphatics;SERPINB9;CD38;GLRX;ODC1
17,CCL2;MARCKS;C1S;TIMP1;CEBPD;GEM
18,MT1X;MT1M
