cluster_ID,genes
1,IFI35;GCA;IFIT5;RNF213;IRF2;SLC15A3;PPM1K;COMMD3;RASSF4;Glial cells;SAMHD1;FAM134B;RBM25;GALNT2;DCP1A;PFKFB3;SNN;ANKFY1;GK;VMP1;ANGPTL1;ST3GAL4;TMEM255A
2,CCL2;PTMA;CHMP5;BAG1;NAPA;MT1X;ODC1;ATF3;MT1M
3,GEM;RARRES3;TYMP;IL1R1;SPATS2L;OPTN;TBX3;SCARB2;Fibroblasts NPY+ SLITRK6+;STAT1;GBP2;FNDC3B;TRIM5;TNFAIP3
4,GBP1;EPSTI1;PHF11;ADAMDEC1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL19;MAFB;Fibroblasts ADAMDEC1+;CCL8;SOCS1
5,CES1;RPL22;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;MAB21L2;AHNAK2;RGS1;B4GALT5;CCDC92;EIF3L;IMPA2
6,SP110;CYP1B1;VEGFC;IFIT2;AKT3;TRIM38;MAX;CSRNP1;Endothelial cells LTC4S+ SEMA3G+;CASP7;MYOF;PARP9;DDX60;RNF19B;ULK4;PI4K2B;SLC16A1;GCH1;TRIM25;TAGAP;IRF9;ADAR;USP18;RTP4;APOL2;DDX58;HERC6;ABLIM3;PARP12;RNF114;IRF7;GBP3;SLFN5;ERLIN1;DTX3L;HELZ2;OAS3;OAS2
7,BLVRA;MT1H;NCOA3;CPT1A;PLIN2;Lymphatics;SIRPA;CCL5;CD38;RBCK1;SERPINB9;TMEM140;PNPT1;GAK
8,NDC80;CFB;ATP10D;OGFR;FNDC4;FZD5;FUT4;EXT1;SMAD3;SLC25A30;PUS1;Inflammatory fibroblasts IL11+ CHI3L1+;GBP5;ARG2;ACSL1;MVB12B;UNC93B1;MB21D1;PDK1;GPX2;MASTL;AMPH;GBA;TRAFD1;ZNF385B;MAP3K5;TRIM14;SECTM1;MICB;B2M;CD69;CXCL10;Stromal Cycling cells;WHAMM;C9orf91;TDRD7;JAK2;ETV7;PMM2;NPAS2;ZBP1;UPP2;TRIM34;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NCF1;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD274;CD163;CCR1;CCNA1;CCL4;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2
9,IDO1;CYTH1;Endothelial cells DARC+;IL15;BTN3A3;NMI;LPCAT1;TNFRSF10A;C15orf48;ETV6;ALYREF;SLC25A28;TLK2;SERPINE1;P2RY6;BATF2;C4orf33;TRIM21;OASL;SCO2;MYD88;TLR3;ENPP1;PMAIP1
10,GJA4;KIAA0040;TMEM51;MT1F;Pericytes RERGL+ NTRK2+;Pericytes HIGD1B+ STEAP4+;STEAP4;MTHFD2L;SAMD4A;NFIL3;CRY1;JUNB
11,C1S;TIMP1;CEBPD;LGALS3;TNFAIP6;SERPING1;PDGFRL;Fibroblasts KCNN3+ LY6H+;DDIT4;MARCKS;PNRC1;ALDH1A1
12,C10orf10;LGMN;Fibroblasts SFRP2+ SLPI+;RNASE4;TNFSF13B;FAM46A;ADM;GLRX;SPSB1;TCF7L2;FKBP5;IL15RA;TXNIP;Fibroblasts SMOC2+ PTGIS+;ARNTL;PXK
13,LY6E;BST2;PLSCR1;MCL1;APOL1;IFIT1;IFITM3;SOCS2;LEPR;CCDC109B;NAMPT;IL6ST;BCL3
14,HES4;DDX3X;CD9;SUN2
15,ISG15;IFI27;HLA-C;HLA-F;GBP4;WARS;HLA-B;HLA-A;VAMP5;PSMB8
16,IFITM2;NRN1;LIPA;PIM3;C4orf32;HLA-E;ELF1;CCND3;SPTLC2;CDK17;DUSP5;LMO2;PRKD2;ANXA2R;LRG1;MT1G;Endothelial cells CA4+ CD36+;MAFF;UBE2L6;ISG20
17,CD74;CLEC2B;TNFSF10;CDKN1A;IGFBP2;IFIT3;IFI16;THBD;PSMB9;Endothelial cells CD36+;LAP3;IFI6;IFI44;IFNGR1;TAP1;XAF1;ARHGEF3;PML;CX3CL1;HEG1;EHD4;IFI44L;MX1;TREX1
