cluster_ID,genes
1,DDIT4;RGS1;MT1X;ARHGEF3;RBCK1;GBP5;IFI6;TAP1;IFI44;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;T cells CD4+ IL17A+;CRY1;Tregs;ETV7;MAP3K5;OAS2;IL6ST;IL1R1
2,PNRC1;IFITM2;CD69;RBM25;SP110;PHF11;LY6E;TXNIP;ELF1;HLA-E;HLA-A;MAX;HLA-F
3,SOCS1;RARRES3;TNFAIP3;ISG15;GBP2;RNF213;STAT1;TRIM14;VMP1;DDX3X;CYTH1;CCND3;CCDC109B;SUN2;ADAR;CLEC2B;SLFN5;T cells OGT+;T cells CD4+ FOSB+;FKBP5;FAM134B
4,CD74;TRIM38;IFNGR1;NCF1;IFI30;GCA;LMO2;EIF3L
5,OGFR;MYD88;LPCAT1;MX1;TRIM21;TREX1;MCOLN2;DDX58;OASL;UNC93B1;EHD4;C4orf32;APOL2;TRIM25;IFIT2;IFIT3;ACSL1;STEAP4;Mature DCs;ULK4;IFIT5;TMEM140;LRG1
6,LAP3;SLC15A3;NAPA;CXCL9;LAMP3;Macrophages;S100A8;LIPA;SIRPA;SECTM1;CD163;Monocytes S100A8+ S100A9+;ADAMDEC1;CLEC4E;THBD;IDO1;MYOF;GBA;Neutrophils S100A8+ S100A9+;APOBEC3A;LGMN;TFEC;RNF19B;MAFF;Macrophages CCL3+ CCL4+;CCR1;RASSF4;SERPING1;IL1RN;MAFB;P2RY6;CD274;FCGR1A;AQP9;ADM;TNFAIP6;NFIL3;Macrophages CXCL9+ CXCL10+;CCL2;DC2 CD1D-;DC2 CD1D+;TMEM51;TCF7L2;C4orf33
7,PFKFB3;TNFSF13B;CSRNP1;TIMP1;PML;LGALS3;B4GALT5;BCL3;SNN;C15orf48;IFITM3;FAM46A;ALDH1A1;BLVRA;SPATS2L;GK;NAMPT;ETV6;PLIN2;HES4;PIM3
8,IFI16;SAMHD1;GBP1;GBP4;SERPINB9;VAMP5;PLSCR1;CEBPD;CHMP5;GCH1;PSMB9;PSMB8;UBE2L6;PARP9;DTX3L;TNFSF10;NMI;XAF1;GAK;CCL4
9,WARS;MARCKS;TYMP;FNDC3B;SCARB2;MCL1;CDKN1A;BST2;ATF3;CD9
10,Plasma cells;DUSP5;HLA-C;GLRX;ISG20;COMMD3;ODC1;HSH2D;CD38;GALNT2;PDK1;ZBP1
11,IFI35;IL15RA;IRF7;STARD5;IL15;TRIM5;C9orf91;IFNLR1;USP18;HERC6;HLA-B;B2M;ARG2;NOD2;Macrophages PLA2G2D+;Monocytes CHI3L1+ CYP27A1+;Macrophages LYVE1+;CXCL10;C1S;ANGPTL1;C10orf10;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TBX3;TAP2;ST3GAL4;SLC1A1;SERPINE1;SAA1;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MT1M;MT1H;MT1G;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HLA-G;HESX1;GPX2;GJA4;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CMAHP;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL19;C5orf27;C22orf28;BCL2L14;BATF2;ANKRD22;AMPH;AHNAK2;ABLIM3;ABTB2;EXT1;SAMD4A;MTHFD2L;IFIT1;Mast cells
12,GEM;RNF114;BAG1;IMPA2;CD80;ILCs;DC1;ALYREF;Immune Cycling cells;BUB1;NDC80;MICB;MB21D1;OAS3;CASP7;MASTL;MVB12B;SCO2;IFI27;PMM2;TDRD7;SLC16A1;CREB3L3;IGFBP2;ERLIN1;SLC25A30
13,CCL5;GZMB;T cells CD8+ KLRG1+;T cells CD8+;NK cells KLRF1+ CD3G-;OPTN;ANXA2R;WHAMM;IRF2;TAGAP;ANKFY1;SPTLC2;SLC25A28;DCP1A;DDX60;CDK17;TRAFD1;TLK2;SMAD3;CCDC92;AKT3;HELZ2;ATP10D;CPT1A;JAK2;GBP3;SOCS2;HEG1;APOL1;BTN3A3;MT1F;SPSB1;Macrophages Metallothionein;RTP4;PI4K2B
14,JUNB;T cells Naive CD4+;RPL22;PTMA;EPSTI1;IRF9;PMAIP1;KIAA0040;PPM1K;NCOA3;B cells;B cells AICDA+ LRMP+;PXK;STAP1;AIM2;TNFRSF10A;PNPT1;IFI44L;PRKD2;PARP12;PUS1
