cluster_ID,genes
1,IFITM2;CD69;JUNB;HLA-E;SOCS1;DDX3X;ELF1;RGS1;TNFAIP3;CCL5;RARRES3;CLEC2B
2,CCL4;CCND3;GZMB;PSMB8;LY6E;GBP2;DDIT4;RNF213;HLA-C;RBM25;PSMB9;TAP1;T cells CD4+ FOSB+;Tregs;EIF3L;TAGAP;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);T cells CD8+ KLRG1+;T cells OGT+;IFI16;T cells CD8+;T cells CD4+ IL17A+;GEM;HES4
3,PMAIP1;PNRC1;CEBPD;CSRNP1;TXNIP;B4GALT5;IFIT2;MAFF;MAX;CYTH1;APOL2;BCL3;PTMA;LPCAT1;ARHGEF3;HLA-B;HLA-A;SUN2;HSH2D;NK cells KLRF1+ CD3G-;DDX60;ANXA2R;CDK17;CCDC92
4,SAMHD1;RASSF4;EPSTI1;STAT1;TNFSF13B;LGMN;CCR1;Macrophages;LIPA;ADAMDEC1;LAMP3;NMI;CXCL9;ANKRD22;SIRPA;SCARB2;SERPING1;TNFAIP6
5,LGALS3;TIMP1;C15orf48;CD74;IFNGR1;TYMP;NAMPT;BLVRA;PLSCR1;GCA;VAMP5;LAP3;S100A8;IDO1;CLEC4E;ATF3;IFITM3;MARCKS;WARS;GBP1;MAFB;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;GK;CCDC109B;CCL2;IL1RN;APOBEC3A;AQP9;ISG15;UBE2L6;Macrophages CCL3+ CCL4+;MT1X;IFI6;SERPINB9;PFKFB3;PIM3
6,IRF2;VMP1;SPATS2L;PHF11;CHMP5;MT1F;GCH1;GBP5;ACSL1;RNF19B;NAPA;RBCK1;IRF7;PARP9;NCOA3;AKT3;TMEM140;EHD4;MX1;CCL19;Macrophages Metallothionein;DC1;ETV6;SLC25A28;MT1M;CASP7;BAG1;IFIT3;PML;ALYREF;MYD88
7,MCL1;CDKN1A;IFI35;SCO2;IFI30;CD274;THBD;ILCs;Mature DCs;XAF1;CLEC4D;DTX3L;CD80;NFIL3;SNN;FNDC3B;Macrophages CXCL9+ CXCL10+;CXCL10;CD163;FCGR1A;ADM;SLC15A3;SECTM1;CCL8
8,SP110;ODC1;FKBP5;Immune Cycling cells;NDC80;PI4K2B;RNF114;UNC93B1;TFEC;TREX1;CPT1A;TMEM51;MT1G;MTHFD2L;IL15RA;USP18;PMM2;OPTN;OAS2;MB21D1;AIM2;RTP4;ULK4;BATF2;IFIT1;Macrophages LYVE1+;GBP4;TRAFD1;DC2 CD1D-;DC2 CD1D+;Macrophages PLA2G2D+;LMO2;P2RY6;LRG1;C4orf32;TRIM14
9,CD38;DUSP5;SLFN5;HLA-F;ADAR;BUB1;MICB;ERLIN1;ATP10D;OGFR;PNPT1;FAM134B;IFI44;ARNTL;PUS1;GBP3;PRKD2;SPTLC2;WHAMM;IRF9;CRY1;ANKFY1;IFIT5;OAS3;SLC16A1;SOCS2;HEG1;TRIM5;MCOLN2;TLK2;BTN3A3;GBA;APOL1;TCF7L2;IMPA2;ZBP1;IGFBP2;GAK;DDX58;IL1R1;SPSB1;MASTL;MAP3K5;PARP12;BCL2L14;C9orf91;GALNT2;MYOF;IL15;C10orf10;OASL;JAK2;CYP1B1;IL6ST;HELZ2;TNFRSF10A;HLA-G;IFI44L;TRIM25;FZD5;CFB;PADI2;EXT1;MT1H;C1S;ETV7;STARD5;IFNLR1;ARG2;B2M;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC25A30;SLC1A1;SERPINE1;SAMD4A;RNASE4;PHF15;PDGFRL;NT5C3;NRN1;NPAS2;NOD2;NEURL3;MVB12B;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CES1;CCNA1;C5orf27;C22orf28;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;HERC6;DCP1A;TRIM21;B cells;NCF1;PXK;TRIM38;T cells Naive CD4+;PPM1K;KIAA0040;B cells AICDA+ LRMP+;SMAD3
10,RPL22;PLIN2;BST2;TNFSF10;FAM46A;CD9;ALDH1A1;Mast cells;ST3GAL4;C4orf33;STAP1
11,GLRX;COMMD3;GPX2;IFI27;ISG20;Plasma cells;SAA1;PDK1
