cluster_ID,genes
1,CD74;TYMP;NAMPT;BLVRA;EPSTI1;PLSCR1;GCA;VAMP5;LAP3;S100A8;IDO1;CLEC4E;IFNGR1;RASSF4
2,LGALS3;TIMP1;C15orf48;UBE2L6;ISG15;ATF3;SERPINB9;PFKFB3;IFITM3;MARCKS;WARS;GBP1;MAFB;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;GK;CCDC109B;CCL2;FNDC3B;IL1RN;APOBEC3A
3,PNRC1;CEBPD;MCL1;CDKN1A;SCO2;IFI35;CXCL10;Macrophages CXCL9+ CXCL10+;IFI30;CD274;THBD;ILCs;Mature DCs;XAF1;CLEC4D;DTX3L;CD80
4,SAMHD1;STAT1;TNFSF13B;LGMN;CCR1;Macrophages;CXCL9;ANKRD22;SIRPA;SCARB2;SERPING1;NMI;LIPA;ADAMDEC1;LAMP3
5,FKBP5;DC2 CD1D-;DC2 CD1D+;Macrophages PLA2G2D+;OAS2;LMO2;P2RY6;LRG1;C4orf32;TRIM14;MT1G;MTHFD2L;IL15RA;USP18;PMM2;OPTN;TRAFD1;C4orf33;CPT1A;AIM2;RTP4;ULK4;BATF2;IFIT1;Macrophages LYVE1+
6,GLRX;RNF114;UNC93B1;TNFAIP6;TFEC;TREX1;TMEM51;CD163;FCGR1A
7,IFITM2;SOCS1;TXNIP;DDX3X;CD69;JUNB;HLA-E;RGS1;ELF1
8,PLIN2;BST2;TNFSF10;FAM46A;CD9;ALDH1A1;Mast cells;ST3GAL4
9,RBM25;IRF2;IFI16;T cells CD8+;T cells CD4+ IL17A+;GEM;HES4;T cells CD4+ FOSB+;Tregs;GBP4;T cells CD8+ KLRG1+;T cells OGT+
10,RPL22;PTMA;SP110;EIF3L;TAGAP;B cells;NCF1;TRIM38;T cells Naive CD4+;PPM1K;B cells AICDA+ LRMP+;KIAA0040;STAP1
11,PMAIP1;MAFF;MAX;CYTH1;APOL2;BCL3;LPCAT1;IFIT2;HSH2D;GBP3;NK cells KLRF1+ CD3G-;DDX60;ANXA2R;CDK17;CCDC92;OAS3;SLC16A1;SOCS2;HEG1;TRIM5;MCOLN2;TLK2;BTN3A3;PRKD2;SPTLC2;WHAMM;IRF9;CRY1;ANKFY1;IFIT5;IMPA2
12,B4GALT5;ADM;SLC15A3;CCL8;GBA;NFIL3;ERLIN1;GALNT2;MYOF;IL15;C10orf10;OASL;JAK2;SECTM1;CYP1B1;IL6ST;TNFRSF10A;HLA-G;ADAR;PXK;SNN;IFI44L
13,TCF7L2;MAP3K5;PARP12;BCL2L14;C9orf91;DDX58;IL1R1;SPSB1;MASTL;APOL1;ZBP1;IGFBP2;SMAD3;TRIM25;FZD5;CFB;PADI2;EXT1;MT1H;C1S;ETV7;STARD5;IFNLR1;ARG2;B2M;ZNF385B;VEGFC;UPP2;TRIM34;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC25A30;SLC1A1;SERPINE1;SAMD4A;RNASE4;PHF15;PDGFRL;NT5C3;NRN1;NPAS2;NOD2;NEURL3;MVB12B;MSR1;MKX;MAP3K14;MAB21L2;LEPR;IL17RB;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CES1;CCNA1;C5orf27;C22orf28;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;PUS1;HERC6;HELZ2;DCP1A;TRIM21
14,TAP1;SLFN5;HLA-F;GAK;ATP10D;OGFR;PNPT1;IFI44;ARNTL;FAM134B;Immune Cycling cells;NDC80;PI4K2B;MB21D1;MICB;BUB1
15,MT1X;IFI6;VMP1;PIM3;Macrophages CCL3+ CCL4+;GCH1;GBP5;ACSL1;AQP9;RNF19B;NAPA;RBCK1;IRF7;PARP9;NCOA3;AKT3;TMEM140;SPATS2L;PHF11;EHD4;MX1;CCL19;CHMP5;MT1F;Macrophages Metallothionein;DC1;ETV6;SLC25A28;MT1M;CASP7;BAG1;IFIT3;PML;ALYREF;MYD88
16,CCL4;GZMB;PSMB8;LY6E;GBP2;DDIT4;RNF213;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);CSRNP1
17,TNFAIP3;CCL5;RARRES3;CLEC2B;CCND3;PSMB9;SUN2;HLA-C;ARHGEF3;HLA-B;HLA-A
18,COMMD3;ODC1;CD38;DUSP5;PDK1
19,ISG20;GPX2;IFI27;Plasma cells;SAA1
