cluster_ID,genes
1,CD38;ISG20;ODC1;B cells;AIM2;PXK;HSH2D;STAP1;B cells AICDA+ LRMP+
2,CD74;NCF1;GCA;EIF3L;LMO2;MARCKS
3,SAMHD1;STAT1;GBP1;VAMP5;GBP4;TRIM14;CEBPD;UBE2L6;IFNGR1;TNFSF13B
4,BST2;LGALS3;TIMP1
5,GLRX;COMMD3;IFI35;NMI;EPSTI1;BAG1;CHMP5;MB21D1
6,LAP3;WARS;RASSF4;TYMP;BLVRA;IFITM3;SPATS2L;PLSCR1;DC2 CD1D-;DC2 CD1D+;IMPA2;Macrophages CXCL9+ CXCL10+;ADAMDEC1;CXCL9;LIPA;P2RY6;Macrophages;SIRPA;CXCL10;SERPING1;SLC15A3;TFEC;SNN
7,UNC93B1;CCR1;MYD88;IFIT3;Macrophages CCL3+ CCL4+;GBA;MT1G;CCL2;SLC25A30;SECTM1;TMEM51;Macrophages LYVE1+;SCARB2;LGMN;MAFB;CD163;ALDH1A1
8,IFI44;PARP9;ILCs;ETV6;APOL1;MAFF;C9orf91;USP18;TCF7L2;OASL;Mature DCs;DC1;IL1RN;LAMP3;IDO1;CCL19;IL15;Macrophages PLA2G2D+
9,PSMB8;PSMB9;ALYREF;RPL22;TRAFD1
10,HES4;ADAR;GEM;ARHGEF3;GBP3;SUN2;RBCK1;IFI6;NK cells KLRF1+ CD3G-;OGFR;IFIT2;RTP4;DDX58;IRF9;HEG1;APOL2;XAF1;MVB12B;TRIM21;OAS2;NFIL3;ATP10D
11,TXNIP;CD9;MT1X;HLA-E;HLA-C;HLA-A;HLA-B;CCND3;CCDC109B;IRF2;ANXA2R;FAM134B;PHF11;T cells CD8+;T cells CD8+ KLRG1+
12,ISG15;CCL5;CLEC2B;RARRES3;IFITM2;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);LY6E;GZMB
13,IFI16;PMAIP1;TAGAP;TRIM38;NCOA3;PPM1K;LPCAT1;IFI30;T cells Naive CD4+;SP110
14,FKBP5;CYTH1;IL6ST;CDKN1A;NAPA;SERPINB9;NAMPT;FNDC3B;RNF114;MAP3K5;ANKFY1;PARP12;RNF19B;TRIM25;EHD4;SLC16A1;MAX;GK;PUS1;PFKFB3;JAK2;FUT4
15,DUSP5;PDK1;Tregs;IRF7;CCDC92;PMM2;IL15RA;ULK4;SPTLC2;BTN3A3;SMAD3;CDK17;DCP1A;WHAMM;TLK2;TRIM5;PRKD2;DDX60;GCH1;GAK;MASTL;PI4K2B;CASP7;DTX3L;ARNTL;IL1R1;CRY1
16,ELF1;TNFSF10;CPT1A;MT1F;FAM46A;IFIT5;Macrophages Metallothionein;B2M;BCL3;PML;SOCS2;C15orf48;ACSL1;CD274;IFIT1;TREX1;PTMA;PNPT1;SAMD4A;Mast cells
17,ZBP1;C4orf33;GALNT2;IFI44L;T cells CD4+ IL17A+;B4GALT5;SLC25A28;OAS3;HERC6;IFI27;CD80;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;MICB;HELZ2;SPSB1;AKT3;TMEM140;ERLIN1;STARD5;TNFRSF10A;TDRD7;NOD2;IFNLR1;ARG2;HLA-G;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;ST3GAL4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IGFBP2;HESX1;GPX2;GJA4;G6PC;FZD5;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ADM;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3
18,PIM3;C4orf32;Plasma cells;Immune Cycling cells;MX1;SCO2;MTHFD2L;EXT1;MCOLN2;KIAA0040;NDC80;BUB1
19,RGS1;MCL1;TNFAIP3;SLFN5;RNF213;GBP2;T cells CD4+ FOSB+;HLA-F;GBP5;OPTN;T cells OGT+;RBM25;SOCS1;DDIT4;TAP1
20,JUNB;CD69;PLIN2;CCL4;VMP1;DDX3X;PNRC1;ATF3;CSRNP1
