cluster_ID,genes
1,ALDH1A1;LGALS3;CCDC109B;LY6E;DDIT4;IFIT1
2,CCL2;MARCKS;TNFAIP6;ST3GAL4;PDGFRL;APOL1;IL15RA;RNF114;SPATS2L;PPM1K;RNASE4;SPSB1;Fibroblasts KCNN3+ LY6H+;FNDC4;Fibroblasts SMOC2+ PTGIS+;GBA;SAMD4A
3,C1S;FKBP5;SERPING1;Fibroblasts SFRP2+ SLPI+;TIMP1;FAM46A;MAFB
4,TXNIP;TYMP;RARRES3;LGMN;ADM;TNFSF13B;VMP1;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;Fibroblasts ADAMDEC1+;TCF7L2
5,GEM;ANGPTL1;SAMHD1;SOCS1;CES1;AHNAK2
6,PLIN2;SERPINB9;TMEM140;GALNT2;Endothelial cells DARC+;LRG1;MT1G;C15orf48;RPL22;RGS1;CFB;PTMA;TRIM5;GPX2;IL15;B4GALT5;DTX3L;CCL4;PI4K2B;ETV6;TRIM25;TAGAP
7,MCL1;UBE2L6;OGFR;GBP4;RBM25;GBP1;GBP2;TBX3;OPTN;IFI35;PMAIP1;SCARB2;ISG20;CASP7;RTP4;EXT1;GBP3;GLRX;STAT1;PHF11;NAPA;Fibroblasts NPY+ SLITRK6+;FNDC3B
8,CEBPD;DCP1A;AKT3;NDC80;SERPINE1;MTHFD2L;JUNB;CPT1A;MT1F;OASL;APOL2;TLR3;ERLIN1;PNPT1;RNF19B;MYD88;MVB12B;C9orf91;CCL5;CD69;FZD5;ATP10D;MAP3K5
9,CRY1;ACSL1;LPCAT1;SIRPA;CD38;TLK2;ETV7;TRAFD1;GBP5;CXCL10;CXCL11;STARD5;HERC6;ARNTL;SMAD3;ULK4;GK;ALYREF;JAK2;AMPH;FUT4;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;Stromal Cycling cells;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;MB21D1;TDRD7;NCF1;CD274;MICB;BATF2;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;CCL19
10,MAX;RASSF4;SNN;Glial cells;PXK;RBCK1;PFKFB3;ARG2;IFIT2;SLC15A3;TMEM255A;IRF2;ANKFY1;GAK;USP18;RNF213;WHAMM;TRIM14;UNC93B1;FAM134B
11,CD9;BAG1;ODC1;SUN2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;EIF3L;MAB21L2;BLVRA;CCDC92;COMMD3;SLC16A1
12,HES4;GJA4;NFIL3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PNRC1;STEAP4;KIAA0040;TMEM51;CCL8
13,SP110;ABLIM3;SLFN5;ADAR;NMI;IFIT5;MYOF;IFITM3;PARP9;NCOA3;IRF9;OAS2;SLC25A28;DDX60;C4orf33;IDO1;SECTM1;OAS3;GCH1;PARP12;BTN3A3;TRIM38;DDX58;SCO2
14,PLSCR1;IFI16;IFIT3;IFI6;MX1;IFI44;IFI44L;IFNGR1;CCND3;ANXA2R;LEPR;CYP1B1;ISG15;CDK17;Endothelial cells LTC4S+ SEMA3G+;Endothelial cells CD36+;TREX1;CX3CL1;PML;PRKD2;HELZ2;IRF7;XAF1;HEG1;CYTH1;GCA;ARHGEF3;TNFRSF10A;VEGFC
15,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;VAMP5;BST2;LAP3;TAP1
16,IGFBP2;PIM3;DUSP5;THBD;HLA-E;IFITM2;C4orf32;ELF1;LMO2;SPTLC2;SOCS2;NRN1;EHD4;LIPA;CHMP5;DDX3X
17,CLEC2B;IL6ST;IL1R1;TNFAIP3
18,MT1X;ATF3;MT1M;CDKN1A;CSRNP1;MAFF;BCL3;NAMPT
