cluster_ID,genes
1,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;IL1R1;VAMP5;BST2;LAP3;TAP1;GBP4
2,CLEC2B;PIM3;DUSP5;THBD;IGFBP2;IFI16;IFIT3;SOCS2;NRN1;IFNGR1;CCND3;ANXA2R;LIPA;CHMP5;HLA-E;IFITM2;C4orf32;ELF1;LMO2;DDX3X;MX1;IFI44;EHD4;IFI44L;ARHGEF3;GCA;Endothelial cells CD36+;TNFRSF10A;SERPINB9;Endothelial cells DARC+;SPTLC2;LRG1;IFIT1;IFI6;LEPR
3,MCL1;ISG15;UBE2L6;CDK17;PML;PRKD2;CX3CL1;HELZ2;IRF7;XAF1;CYTH1;OAS3;SP110;SECTM1;VEGFC;GCH1;RBM25;ADAR;NMI;IFIT2;SLC15A3;ABLIM3;Endothelial cells LTC4S+ SEMA3G+;SLFN5;HEG1;NCOA3;MYOF;IFIT5;PARP9;SLC25A28;DDX60;TREX1;IFITM3;IRF9;OAS2;B4GALT5;PARP12;BTN3A3;TRIM38;SCO2
4,DDIT4;LGALS3;CCDC109B;LY6E;PLSCR1;MT1X;CYP1B1;TNFAIP3;CDKN1A;CSRNP1;MAFF;BCL3;NAMPT;ATF3;MT1M
5,IL6ST;TXNIP;TNFSF13B;IL15;CASP7;Fibroblasts ADAMDEC1+;TCF7L2;SAMHD1;VMP1;PXK;GBP1;GBP2;LGMN;ADM;TYMP;RARRES3;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;CCL8
6,CD9;HES4;EIF3L;MAB21L2;SLC16A1;MTHFD2L;BAG1;ODC1;SUN2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;BLVRA;CCDC92;MAX;RASSF4;SNN;NFIL3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;ETV6;JUNB;CPT1A;MT1F;OASL;TMEM51;GJA4;PFKFB3;DCP1A;AKT3;APOL2;ERLIN1;ANKFY1;MVB12B;FAM134B;PLIN2;TMEM140;GALNT2;MT1G;C15orf48;RPL22;PTMA;TRIM5;RGS1;CFB;CCL4;PI4K2B;DTX3L;PNPT1;RNF19B;GPX2;C9orf91;CCL5
7,CRY1;ACSL1;LPCAT1;ARG2;HERC6;BATF2;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;DDX58;TRIM14;CXCL11;STARD5;MB21D1;TDRD7;NCF1;CD274;MYD88;CD69;FZD5;ARNTL;SMAD3;AMPH;FUT4;ALYREF;JAK2;MICB;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;CD38;TRIM25;TAGAP;TMEM255A;Glial cells;ATP10D;MAP3K5;C4orf33;IDO1;TLK2;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;GAK;Stromal Cycling cells;WHAMM;ULK4;GK;CCL19
8,OPTN;IFI35;TBX3;PMAIP1;OGFR;SPATS2L;NAPA;RBCK1;NDC80;UNC93B1;RTP4;TLR3;IRF2;USP18;RNF213;SCARB2;ISG20;SIRPA;COMMD3;GLRX;STAT1;PHF11;Fibroblasts NPY+ SLITRK6+;FNDC3B;EXT1;GBP3;TRAFD1;ETV7;GBP5;CXCL10
9,CCL2;MARCKS;TNFAIP6;ST3GAL4;PDGFRL;APOL1;IL15RA;RNF114;PPM1K;Fibroblasts KCNN3+ LY6H+;FNDC4;Fibroblasts SMOC2+ PTGIS+;GBA;SAMD4A;PNRC1;KIAA0040;CEBPD;STEAP4;SPSB1;SERPINE1
10,C1S;TIMP1;FAM46A;SERPING1;Fibroblasts SFRP2+ SLPI+;RNASE4;MAFB;ALDH1A1;FKBP5;GEM;ANGPTL1;SOCS1;CES1;AHNAK2
