cluster_ID,genes
1,MT1X;MT1M;ATF3;CSRNP1;MAFF;BCL3;NAMPT
2,CDKN1A;PLSCR1;IFI16;IFNGR1;CLEC2B;IL6ST
3,IFIT3;ISG15;CX3CL1;HELZ2;IRF7;XAF1;CYTH1;OAS3;PML;PRKD2;CDK17;NMI;PARP12;SLFN5;ADAR;Endothelial cells LTC4S+ SEMA3G+;TREX1;HEG1;NCOA3;PARP9;IFIT5;SLC25A28;IRF9;OAS2;SECTM1;GCH1;BTN3A3;TRIM38;SCO2
4,LEPR;CYP1B1;ANXA2R;VEGFC;GCA;ARHGEF3;SPTLC2;LRG1;Endothelial cells DARC+;TNFRSF10A;B4GALT5;IFITM3;TRIM25;TAGAP
5,PIM3;DUSP5;THBD;CCND3;SOCS2;NRN1;LIPA;CHMP5;HLA-E;IFITM2;C4orf32;ELF1;LMO2;DDX3X;IGFBP2;IFI6;MX1;IFI44;EHD4;IFI44L;Endothelial cells CD36+
6,C10orf10;HLA-B;WARS;IFI27;CD74;TNFSF10;PSMB9;HLA-F;PSMB8;HLA-A;HLA-C;IL1R1;VAMP5;BST2;LAP3;TAP1
7,CCL2;MARCKS;TNFAIP6;ST3GAL4;PDGFRL;APOL1;IL15RA;RNF114;SPATS2L;PPM1K;RNASE4;SPSB1;Fibroblasts KCNN3+ LY6H+;FNDC4;Fibroblasts SMOC2+ PTGIS+;GBA;SAMD4A
8,C1S;FKBP5;SERPING1;Fibroblasts SFRP2+ SLPI+;TIMP1;FAM46A;MAFB
9,ALDH1A1;LGALS3;CCDC109B;LY6E;DDIT4;IFIT1
10,CD9;OPTN;SUN2;BAG1;ODC1
11,GEM;ANGPTL1;HES4;PNRC1;CES1;AHNAK2;Myofibroblasts HHIP+ NPNT+;Myofibroblasts GREM1+ GREM2+;IMPA2;BLVRA;EIF3L;COMMD3;SLC16A1;MAB21L2;CRY1
12,PLIN2;SERPINB9;TMEM140;GALNT2;TNFAIP3;IL15;MT1G;C15orf48;RPL22;RGS1;CFB;GPX2;TRIM5;PTMA;C9orf91;CCL4;PI4K2B;DTX3L
13,TXNIP;PMAIP1;IFI35;TBX3;GBP4;RBM25;STAT1;PHF11;RTP4;EXT1;GBP3;SCARB2;ISG20;ABLIM3;MYOF;GLRX;NAPA;Fibroblasts NPY+ SLITRK6+;FNDC3B;GBP1;MCL1;UBE2L6;OGFR
14,CEBPD;STEAP4;KIAA0040;TMEM51;MTHFD2L;GJA4;NFIL3;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;SERPINE1;JUNB;CPT1A;MT1F;OASL;APOL2;TLR3;ERLIN1;DCP1A;AKT3;NDC80;DDX60;PNPT1;RNF19B;MYD88;CCL5;CD69;FZD5;ATP10D;MAP3K5
15,ETV6;TLK2;ACSL1;LPCAT1;C4orf33;DDX58;IDO1;HERC6;ARNTL;SMAD3;ULK4;GK;ALYREF;JAK2;AMPH;FUT4;PUS1;B2M;ABTB2;NPAS2;TRIM21;SLC25A30;Stromal Cycling cells;PDK1;MASTL;ZNF385B;ZBP1;UPP2;TRIM34;TFEC;TAP2;STAP1;SLC1A1;SAA1;S100A8;PMM2;PHF15;PADI2;P2RY6;NT5C3;NOD2;NEURL3;MT1H;MSR1;MKX;MCOLN2;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;G6PC;FTSJD2;FFAR2;FCGR1A;CXCL9;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;AQP9;APOBEC3A;AIM2;ANKRD22;MB21D1;TDRD7;NCF1;CD274;MICB;ETV7;TRAFD1;GBP5;CXCL10;CXCL11;STARD5;BATF2;Inflammatory fibroblasts IL11+ CHI3L1+;ENPP1;CCL19;SIRPA;CD38
16,SP110;MAX;RASSF4;SNN;CCDC92;RBCK1;IFIT2;SLC15A3;TMEM255A;IRF2;USP18;RNF213;PFKFB3;ARG2;ANKFY1;Glial cells;GAK;MVB12B;WHAMM;TRIM14;UNC93B1;FAM134B
17,GBP2;SAMHD1;VMP1;PXK;LGMN;ADM;TYMP;RARRES3;ADAMDEC1;EPSTI1;Activated fibroblasts CCL19+ ADAMADEC1+;CASP7;CCL8;SOCS1;Fibroblasts ADAMDEC1+;TCF7L2;TNFSF13B
