cluster_ID,genes
1,CCND3;RARRES3;CD69;HLA-A;SOCS1;ANXA2R;SUN2
2,IFITM2;ELF1;TXNIP;IFNGR1;JUNB;TNFAIP3;MCL1;CSRNP1;DDX3X;FKBP5;PFKFB3;CLEC2B;PNRC1
3,IL6ST;CCL2;SOCS2;LGMN;THBD;SLC15A3;Macrophages LYVE1+;SERPING1;CCL8;SCARB2
4,PMAIP1;TYMP;NCF1;CCL4;GBP1;CDKN1A;ATF3;MARCKS;Macrophages CCL3+ CCL4+
5,CD74;TNFSF13B;SAMHD1;CEBPD;PLSCR1;UNC93B1;GCA;RASSF4;Macrophages;CLEC4E;MAFB;ACSL1;LIPA;LAP3;EPSTI1;CCR1;NAMPT;CD163;MSR1;SIRPA
6,FAM46A;DDIT4;CD9;HES4;TNFSF10;RGS1;STAP1;B4GALT5;CCDC92;ST3GAL4;Mast cells
7,VMP1;IFITM3;LGALS3;BST2;MAFF;PLIN2;BLVRA;IFI16;CHMP5;MAX;MT1X;SPATS2L;ALDH1A1
8,TIMP1;ISG20;Plasma cells;COMMD3;DUSP5
9,NAPA;IFI35;ADM;ADAMDEC1;STAT1;OPTN;ANKFY1;OAS2;ARG2;CASP7;SLC16A1;TRAFD1;APOL2;MASTL;PRKD2;PI4K2B;IGFBP2;RTP4;AIM2
10,C15orf48;BAG1;Macrophages Metallothionein;MT1F;MT1G;MT1M;GPX2;PDK1;ODC1;ZBP1;CD38
11,SNN;CYTH1;TRIM14;TRIM38;PPM1K;LPCAT1;XAF1;OGFR;ETV6;TFEC;IFIT2;IFI27;IFI6;OASL;MB21D1;OAS3;MYOF;IFIT1;PARP9;NCOA3;DDX58;APOL1
12,B cells;TRIM25;NK cells KLRF1+ CD3G-;HERC6;FZD5;B cells AICDA+ LRMP+;TNFRSF10A;WHAMM;KIAA0040;ERLIN1;C10orf10;PNPT1;MICB;PUS1;EXT1;TCF7L2;Monocytes CHI3L1+ CYP27A1+;ULK4;DTX3L;TLK2;C9orf91;T cells CD4+ IL17A+;BTN3A3;TRIM21;ALYREF;MX1;IFNLR1;ETV7;B2M;ZNF385B;VEGFC;USP18;UPP2;TRIM34;TMEM255A;TLR3;TDRD7;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NOD2;NEURL3;NDC80;MT1H;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IDO1;HLA-G;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CFB;CES1;CD80;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABLIM3;ABTB2;RNASE4;EHD4;C1S;STARD5;PMM2;HSH2D;FNDC3B;TMEM140
13,WARS;TAP1;GBP3;Neutrophils S100A8+ S100A9+;Macrophages CXCL9+ CXCL10+;JAK2;IL15;TNFAIP6;SLC25A28;Immune Cycling cells;SCO2;GBA;PXK;Mature DCs;MCOLN2;LAMP3;CCL19;SLC25A30;ATP10D;Macrophages PLA2G2D+;MAP3K5;GEM;TMEM51;DDX60
14,C4orf33;IFIT5;CD274;PML;SMAD3;GALNT2;Tregs;HEG1;CPT1A;ARNTL;SPSB1
15,SERPINB9;IMPA2;GLRX;TREX1;P2RY6;DC1;Monocytes S100A8+ S100A9+;S100A8;BCL3;DC2 CD1D-;DC2 CD1D+;LMO2;SECTM1;FCGR1A;IFI30;RNF19B;GK;NFIL3;IL1RN;GBP4;CXCL10
16,EIF3L;ISG15;RBCK1;LY6E;PHF11;PSMB9;PSMB8;MYD88
17,HLA-B;RNF213;TAGAP;HLA-E;GBP2;SP110;RBM25;HLA-C;ARHGEF3;CCDC109B;HLA-F;T cells Naive CD4+;CCL5;T cells OGT+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);SLFN5;HELZ2;T cells CD8+ KLRG1+;T cells CD8+;GZMB
18,PIM3;UBE2L6;VAMP5;GAK;T cells CD4+ FOSB+;ADAR;DCP1A;IRF2;RNF114;SAMD4A;MVB12B;SPTLC2;NMI;IFIT3;IFI44;IFI44L;GCH1
19,RPL22;PTMA;C4orf32;IL1R1;CRY1;FAM134B;CDK17;GBP5;AKT3;MTHFD2L;IRF9;ILCs;PARP12;IRF7;TRIM5;IL15RA
