cluster_ID,genes
1,APOL2;B4GALT5;SCARB2;IFITM3;IL1R1;ISG15;Fibroblasts NPY+ SLITRK6+;BCL3;IL15RA;Inflammatory fibroblasts IL11+ CHI3L1+;SAA1;Fibroblasts SMOC2+ PTGIS+
2,IFIT1;BATF2;TRAFD1;Fibroblasts KCNN3+ LY6H+;UNC93B1;IMPA2;SOCS1;GLRX;MAP3K5;TMEM51;NFIL3;IDO1;IRF7;ANGPTL1;ST3GAL4;PHF11;BLVRA;Fibroblasts SFRP2+ SLPI+;VEGFC
3,ATF3;GEM;JUNB;STAT1;VMP1;IFI30;SAMHD1;IFI35;TBX3;Myofibroblasts HHIP+ NPNT+;FAM46A;MAB21L2;PNRC1;Myofibroblasts GREM1+ GREM2+;EPSTI1;SPSB1;ABLIM3;CES1
4,OAS3;Endothelial cells CA4+ CD36+;ETV6;P2RY6;IFI44;LRG1;CHMP5;GBP5;CSRNP1;Endothelial cells LTC4S+ SEMA3G+;ARHGEF3;TRIM5;SLC15A3;DTX3L;SLC25A28;RNF114;TRIM38;CRY1;AKT3;MTHFD2L;OASL;TLR3;JAK2;GCH1;TREX1;DDX58;Stromal Cycling cells;SNN
5,PPM1K;SCO2;GBA;TRIM21;ACSL1;EXT1;ETV7;ANKFY1;AMPH;PDGFRL;MB21D1;MICB;C9orf91;CCR1;TRIM14;GK;MYOF;GZMB;FKBP5;SECTM1;CLEC4E;Pericytes RERGL+ NTRK2+;MAFF;CD274;PI4K2B;LPCAT1;MCOLN2;PARP9;ALYREF;TFEC;SLC25A30;IFIT5;ANKRD22;ERLIN1;ZBP1;USP18;ULK4;AHNAK2;TDRD7;TLK2;C4orf33;ATP10D;TNFRSF10A;STARD5;DDX60;FZD5;IL1RN;SLC1A1;HERC6;SAMD4A;CCDC92;FUT4;FCGR1A;PMM2;NPAS2;PUS1;LAMP3;HSH2D;AIM2;CFB;NDC80;BCL2L14;CD163;ENPP1;FNDC4;MASTL;ARNTL;ZNF385B;UPP2;TRIM34;TMEM255A;TAP2;STAP1;S100A8;RNASE4;PHF15;NT5C3;NOD2;NEURL3;MSR1;MKX;MAP3K14;IL17RB;IFNLR1;HLA-G;HESX1;G6PC;FTSJD2;FFAR2;CTCFL;CRP;CREB3L3;CMAHP;CLEC4D;CD80;CCNA1;C5orf27;C22orf28;BUB1;B2M;ARG2;AQP9;ABTB2;APOBEC3A
6,CXCL9;CPT1A;C15orf48;DDX3X;CXCL10;EIF3L;CXCL11;MT1X;RPL22;IFI6;DCP1A;CASP7;NCOA3;PNPT1;RNF19B;NCF1;ISG20;CYP1B1;COMMD3;BTN3A3;PDK1;PTMA;GALNT2;MT1F;IL15
7,PMAIP1;CCND3;MAFB;KIAA0040;SPATS2L;NMI;Pericytes HIGD1B+ STEAP4+;STEAP4;MT1G;SUN2
8,MARCKS;CCL2;IL6ST;RARRES3;TNFSF13B;C1S;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;ADM;CCL19;CCL8;TYMP;NAMPT
9,SERPINB9;CD38;CCL4;TNFAIP3;CD69;RGS1;CCL5;SP110;TAGAP;DUSP5;MCL1;FNDC3B
10,UBE2L6;OPTN;CDKN1A;OAS2;NAPA;LIPA;MAX;BAG1;HELZ2;TCF7L2;APOL1;IFIT3;GJA4;CX3CL1;PRKD2;IFIT2;ODC1;DDIT4;MX1;XAF1;LAP3;PLSCR1;TAP1;RBCK1;RNF213;PLIN2
11,WARS;NRN1;LMO2;PIM3;CD74;TXNIP;IFI16;LGMN;IFNGR1;HLA-B;ANXA2R;LEPR;IFITM2;PSMB8;ADAR;PSMB9
12,IFI27;TNFSF10;CLEC2B;Endothelial cells CD36+;HEG1;C4orf32;THBD;EHD4;SOCS2;SLFN5;GBP4;IFI44L;ELF1;SERPINE1;IGFBP2;Endothelial cells DARC+;CYTH1;CDK17
13,TIMP1;SERPING1;CEBPD;HLA-E;HLA-C;HLA-A;VAMP5;HLA-F;BST2;LY6E
14,LGALS3;GBP2;CD9;GBP1;C10orf10;Glial cells
15,HES4;GPX2;Lymphatics;ALDH1A1;RASSF4;PFKFB3;RTP4;TNFAIP6;IRF9;GCA;PARP12;TMEM140;RBM25;SIRPA;GBP3;PML;TRIM25;SPTLC2;CCDC109B;PXK;SMAD3;MVB12B;FAM134B;IRF2;MT1M;PADI2;MYD88;WHAMM;MT1H;OGFR;GAK;SLC16A1
