cluster_ID,genes
1,ANKRD22;CD163;CLEC4E;FCGR1A;GCH1;LGMN;Macrophages;Macrophages CCL3+ CCL4+;MAFB;NCF1;P2RY6;SCARB2;SERPING1;SIRPA;STAT1;TFEC;VAMP5
2,ATF3;CXCL10;CXCL9;GBP1;GK;GLRX;IFI30;LIPA;Macrophages CXCL9+ CXCL10+;MARCKS;NAMPT;TNFSF13B;TYMP;WARS
3,C15orf48;CD74;GCA;IDO1;LAP3;PLSCR1;SAMHD1;SPATS2L
4,CCL4;CEBPD;IFNGR1;PNRC1
5,ALDH1A1;IFITM3;LGALS3;PLIN2;TIMP1
6,B4GALT5;BLVRA;BST2;CD9;FAM46A;IFIT3;Mast cells;MAX
7,DDX3X;JUNB;TNFAIP3;TNFSF10
8,CD38;COMMD3;DUSP5;FNDC3B;ODC1;PDK1;Plasma cells;ZBP1
9,AIM2;BCL2L14;BCL3;CASP7;CCDC92;DC1;EIF3L;ENPP1;GEM;HSH2D;IMPA2;MCOLN2
10,ALYREF;BUB1;C4orf33;CCDC109B;CPT1A;DTX3L;GPX2;Immune Cycling cells;IRF2;Macrophages Metallothionein;MICB;NAPA;NDC80;NMI;OAS3;PI4K2B;PTMA;RPL22
11,ARNTL;B cells;BTN3A3;CDK17;CREB3L3;CRY1;DCP1A;DDX58;FAM134B;HEG1;HELZ2;HERC6;IFI35;IFI44;IFI44L;IL1R1;KIAA0040;MAP3K5;MT1F;NCOA3;NK cells KLRF1+ CD3G-;OAS2;PPM1K;PRKD2;PUS1;PXK;RTP4;SLC16A1;SMAD3;SOCS2;SPSB1;T cells Naive CD4+;TLK2;TMEM140;TREX1;TRIM14;TRIM21;TXNIP;WHAMM
12,ACSL1;ANKFY1;APOL1;ATP10D;BAG1;C4orf32;C9orf91;CD80;CLEC4D;CXCL11;CYP1B1;DDX60;EHD4;ERLIN1;FFAR2;FKBP5;FUT4;GAK;GBA;GBP3;IFIT2;IFIT5;IL15;IL15RA;IL6ST;ILCs;IRF7;LPCAT1;LRG1;MASTL;MB21D1;MSR1;MVB12B;MX1;Neutrophils S100A8+ S100A9+;OGFR;PARP12;PARP9;PML;SAMD4A;SLC25A28;SPTLC2;ST3GAL4;TNFAIP6;TRAFD1;TRIM25;UNC93B1
13,ABLIM3;ABTB2;AHNAK2;AKT3;AMPH;ANGPTL1;APOBEC3A;AQP9;ARG2;B cells AICDA+ LRMP+;B2M;BATF2;C10orf10;C22orf28;C5orf27;CCL8;CCNA1;CES1;CFB;CMAHP;CRP;CTCFL;CX3CL1;EXT1;FNDC4;FTSJD2;FZD5;G6PC;GALNT2;GJA4;HESX1;HLA-G;IFIT1;IFNLR1;IGFBP2;IL17RB;LEPR;MAB21L2;Macrophages LYVE1+;MAP3K14;MKX;MT1H;MT1M;MTHFD2L;NEURL3;NOD2;NPAS2;NRN1;NT5C3;OASL;PDGFRL;PHF15;PMM2;RNASE4;SAA1;SERPINE1;SLC1A1;SLC25A30;STAP1;STARD5;STEAP4;T cells CD8+;TAP2;TBX3;TDRD7;TLR3;TMEM255A;TNFRSF10A;TRIM34;TRIM5;ULK4;UPP2;USP18;VEGFC;ZNF385B
14,ADAMDEC1;ADM;APOL2;C1S;CCL2;CHMP5;IFI27;IFI6;Macrophages PLA2G2D+;Monocytes CHI3L1+ CYP27A1+;MT1G;PADI2;PNPT1
15,CCR1;CDKN1A;DC2 CD1D-;DC2 CD1D+;ETV6;IL1RN;JAK2;LMO2;MCL1;Monocytes S100A8+ S100A9+;MYD88;MYOF;NFIL3;PFKFB3;RNF19B;S100A8;SCO2;SECTM1;SERPINB9;TCF7L2;THBD;TMEM51
16,CCL19;CD274;CYTH1;EPSTI1;GBP4;LAMP3;Mature DCs;RASSF4;SLC15A3;SNN
17,CSRNP1;HES4;MAFF;PIM3;PMAIP1;RNF114;TAP1;TRIM38
18,ADAR;ETV7;GBP2;GBP5;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);IFI16;IRF9;ISG15;ISG20;LY6E;OPTN;PHF11;PSMB8;RBCK1;RBM25;RNF213;SP110;T cells CD4+ FOSB+;T cells CD4+ IL17A+;T cells OGT+;Tregs;UBE2L6;XAF1
19,ANXA2R;ARHGEF3;CCL5;CCND3;CLEC2B;GZMB;RARRES3;SUN2;T cells CD8+ KLRG1+;TAGAP
20,MT1X;RGS1;VMP1
21,CD69;DDIT4;ELF1;IFITM2;PSMB9;SLFN5;SOCS1
