cluster_ID,genes
1,HLA-B;HLA-C;HLA-A;IFI27;CD74;HLA-E;IFITM3;WARS;TNFSF10;IFITM2;ISG15;IFI6;VAMP5;DUSP5;LMO2;CDKN1A;THBD;ELF1;SOCS2;IFI16
2,LY6E;C4orf32;CYTH1;Endothelial cells DARC+;B4GALT5;PMAIP1;IGFBP2;Endothelial cells CD36+;EHD4;PSMB9;PSMB8;GBP4;HLA-F;BCL3;TAP1;ADAR;ANXA2R;CCND3;CDK17;SLFN5;PIM3;SERPINE1
3,C10orf10;BST2;TXNIP;CHMP5;HEG1;NRN1;LAP3;IFI44L;CX3CL1;IFIT3;IFNGR1;PLSCR1;MX1;ARHGEF3;XAF1;IFI44;LEPR;Endothelial cells LTC4S+ SEMA3G+;CSRNP1
4,CD9;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;CYP1B1
5,MT1X;MT1M;MT1G;HES4;DDIT4;FKBP5;KIAA0040;MT1F;Pericytes RERGL+ NTRK2+;NFIL3;Pericytes HIGD1B+ STEAP4+;GJA4
6,MCL1;VMP1;RARRES3;GBP1;ADAMDEC1;Fibroblasts ADAMDEC1+;Activated fibroblasts CCL19+ ADAMADEC1+;IL6ST;IL1R1;PFKFB3;CCL8;CLEC2B;SCARB2;TYMP;IDO1
7,ANGPTL1;RPL22;EIF3L;STAT1;SPATS2L;FNDC3B;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;Inflammatory fibroblasts IL11+ CHI3L1+;SPSB1;Fibroblasts KCNN3+ LY6H+;PPM1K;GALNT2;RBM25;PHF11;APOL1;TCF7L2;SAMHD1;PXK;MAP3K5;MAFB;COMMD3;GLRX;CES1;IMPA2;BLVRA;MAB21L2;AHNAK2;SLC16A1;GBP2;TBX3;IFI35;SOCS1;EPSTI1;EXT1
8,RGS1;ISG20;CCL4;CCL5;CD69;DDX3X;PTMA;ODC1;LIPA;TREX1;PRKD2;HELZ2;IFIT1;IFIT5;IFIT2;DDX58;PARP12;NMI;IRF7;PML;OAS3;NCOA3;B2M;MTHFD2L;SIRPA;Endothelial cells CA4+ CD36+;LGMN;MAX;BAG1;TMEM51;OPTN;CPT1A;SUN2;MT1H;C15orf48;GPX2;UBE2L6;ABLIM3;GCH1;SP110;PARP9;VEGFC;MYOF;GCA;CCDC109B;LRG1;RNF114;IRF2;TRIM38;DTX3L;RNF213;RBCK1;TMEM140;OAS2;TNFRSF10A;RTP4;SPTLC2;SLC25A28;CASP7;ETV6;SCO2;Lymphatics;PLIN2;CD38;SERPINB9;RNF19B
9,STEAP4;CCL19;CRY1;APOL2;AKT3;CCDC92;DCP1A;SNN;GBA;ST3GAL4;FNDC4;PDK1;TAGAP;NAPA;ANKFY1;USP18;BTN3A3;TRIM25;SLC15A3;LPCAT1;TRIM5;JAK2;ERLIN1;DDX60;GBP3;TRAFD1;PMM2;RNASE4;ATP10D;TLR3;TRIM14;TDRD7;PI4K2B;MVB12B;GAK;ARG2;PNPT1;TLK2;ALYREF;CD274;MYD88;Stromal Cycling cells;PUS1;TRIM21;C4orf33;SLC25A30;MB21D1;WHAMM;IL15;OASL;P2RY6;HERC6;ULK4;ENPP1;GBP5;CFB;ACSL1;FZD5;SECTM1;BATF2;UNC93B1;C9orf91;NPAS2;ZNF385B;ZBP1;UPP2;TRIM34;TMEM255A;TFEC;TAP2;STARD5;STAP1;SLC1A1;SAA1;S100A8;PHF15;PADI2;NT5C3;NOD2;NEURL3;NDC80;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LAMP3;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;GZMB;GK;G6PC;FUT4;FTSJD2;FFAR2;FCGR1A;ETV7;CXCL11;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CD80;CD163;CCR1;CCNA1;C5orf27;C22orf28;BUB1;BCL2L14;ARNTL;AQP9;APOBEC3A;ANKRD22;ABTB2;AIM2;AMPH;OGFR;IRF9;NCF1;IL15RA;SMAD3;SAMD4A;CXCL10;CXCL9;PDGFRL;RASSF4;Glial cells;FAM134B
10,ATF3;GEM;PNRC1;TNFAIP3;C1S;TIMP1;CCL2;CEBPD;MARCKS;JUNB;NAMPT;LGALS3;MAFF;ALDH1A1;SERPING1;TNFAIP6;ADM;FAM46A;Fibroblasts SFRP2+ SLPI+;TNFSF13B
