cluster_ID,genes
1,SOCS1;ELF1;CCND3;CCDC109B;IFI16;FKBP5
2,ISG20;GLRX;CHMP5;COMMD3;IFI35;BAG1;Plasma cells;RNF114
3,LAP3;EIF3L;NAPA;IMPA2;PSMB8;PSMB9;ALYREF;Immune Cycling cells;NDC80;BUB1
4,CD38;CD9;HSH2D;AIM2;B cells;NCF1;PXK;PMAIP1;MCOLN2;NCOA3;ODC1;C4orf32;B cells AICDA+ LRMP+;STAP1;MX1;LMO2
5,SCO2;CASP7;PIM3;RBM25;SERPINB9;RNF19B;CD80;PI4K2B;MTHFD2L;TLK2;KIAA0040;Mature DCs;OGFR;SLC16A1;PNPT1;PMM2;LPCAT1;B4GALT5;TREX1;PFKFB3;EHD4;TRIM25;BCL3;UNC93B1;SLC15A3;IFI30;TRIM38
6,PLSCR1;TFEC;TRAFD1;LGMN;SIRPA;CCR1;DC2 CD1D-;DC2 CD1D+;SOCS2;SECTM1;Macrophages;C15orf48;MAFB;Macrophages PLA2G2D+;IL1RN;CDKN1A;SNN;MYD88;MB21D1;C9orf91;DC1;ILCs;RASSF4;LAMP3;P2RY6;GEM;C4orf33;IDO1;GAK;MAFF;FAM46A;CD274;ATF3;FNDC3B;GBA;IL15RA;FUT4;MT1G;SCARB2;JAK2;ADAMDEC1;TMEM51;PARP12;Macrophages CCL3+ CCL4+;LIPA;ALDH1A1;SERPING1;IL15
7,PUS1;EXT1;GCH1;TNFRSF10A;ACSL1;FZD5;SLC25A30;TCF7L2;IFIT2;IFI44L;RPL22;TDRD7;SAMD4A;IFIT1;PTMA;IGFBP2;SLC1A1;IFI27;BATF2;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;GPX2;ANGPTL1;Mast cells;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM255A;TLR3;THBD;TBX3;TAP2;STEAP4;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LEPR;HLA-G;HESX1;GJA4;G6PC;FTSJD2;FNDC4;FFAR2;FCGR1A;CYP1B1;CXCL9;CXCL11;CXCL10;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD163;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BCL2L14;AQP9;APOBEC3A;ANKRD22;AMPH;AHNAK2;ABLIM3;Macrophages LYVE1+;Monocytes CHI3L1+ CYP27A1+;USP18;ABTB2;NOD2;ARG2;MASTL;SPTLC2;ATP10D;TRIM5;ZNF385B;STARD5;IL17RB;IFNLR1;ADM;ERLIN1;ST3GAL4;LRG1;ENPP1
8,RBCK1;PHF11;GBP3;IFIT5;IL1R1;MICB;APOL2;NFIL3;ANXA2R;T cells CD8+;CCL5;T cells CD8+ KLRG1+;CCL4;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARNTL;MAX;CDK17;CCDC92;Macrophages Metallothionein;CRY1;WHAMM;DTX3L;DCP1A;ANKFY1;B2M;AKT3;SLC25A28;DDX60;TRIM21;IFIT3;OAS3;ULK4;DDX58;MT1F;HELZ2;OASL;IFI44;HERC6;Macrophages CXCL9+ CXCL10+;T cells CD4+ IL17A+;BTN3A3;MVB12B;HEG1;GZMB;NK cells KLRF1+ CD3G-
9,SP110;IRF2;TAGAP;SMAD3;TMEM140;ETV7;SPSB1;XAF1;PARP9;PPM1K;IRF9;RTP4;PML;GALNT2;OAS2;IRF7;PRKD2;APOL1;PDK1;ZBP1
10,CD74;GCA;TYMP;MARCKS;WARS;IFNGR1
11,BST2;SPATS2L;BLVRA;LGALS3;TIMP1;CEBPD;IFITM3;TNFSF13B;VAMP5;SAMHD1;STAT1;GBP4;IFI6;UBE2L6;GBP1;NMI
12,EPSTI1;VMP1;MAP3K5;Tregs;CYTH1;PLIN2;IL6ST;TRIM14;ETV6;CPT1A;GK
13,RGS1;TAP1;MCL1;DUSP5;TNFAIP3;DDX3X;ADAR;CSRNP1;GBP5;NAMPT;TNFSF10;HES4
14,ISG15;MT1X;RARRES3;RNF213;GBP2;OPTN;SUN2;SLFN5;T cells CD4+ FOSB+;T cells OGT+;ARHGEF3;HLA-C;CLEC2B;FAM134B
15,HLA-F;TXNIP;LY6E;JUNB;HLA-A;HLA-E;PNRC1;IFITM2;CD69;DDIT4;HLA-B;T cells Naive CD4+
