cluster_ID,genes
1,BST2;Plasma cells;ISG20;TIMP1;GLRX;COMMD3;DUSP5;CD38;ODC1
2,CD74;MARCKS;IFI30;LPCAT1;TFEC;GCA;TRIM38;PMAIP1;B cells;PXK;AIM2;NCOA3;PPM1K;IRF9
3,DDX3X;MCL1;CSRNP1;PLIN2;MAX;HES4;NAMPT;PIM3;VMP1;BCL3;PFKFB3;OPTN;DDIT4
4,IFIT2;TNFRSF10A;MTHFD2L;IFIT5;ATP10D;APOL2;RTP4;HLA-G;T cells CD4+ IL17A+;NDC80;PNPT1;C4orf33;ARG2;EHD4;TMEM140;PML;TRIM5;MICB;MX1;TRAFD1;OAS3;IFNLR1;OAS2;NK cells KLRF1+ CD3G-;GBP3;OASL;BTN3A3;SLC25A30;Macrophages Metallothionein;CXCL10;PI4K2B;APOL1;ACSL1;SLC25A28;IFIT3;Macrophages CXCL9+ CXCL10+;PARP12;DC1;ADM;Macrophages PLA2G2D+;MVB12B;IFI44L;HELZ2;ERLIN1;HERC6;PUS1;CD274;SOCS2;NOD2;STARD5;PRKD2;SLC16A1;APOBEC3A;IL15;CASP7;Macrophages LYVE1+;IFIT1;IL15RA;ST3GAL4;USP18;FZD5;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM51;TMEM255A;TLR3;TCF7L2;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IGFBP2;IFI27;IDO1;HESX1;GPX2;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BUB1;BCL2L14;BATF2;AQP9;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;SPSB1;TDRD7;EXT1;JAK2;C9orf91;TREX1;SECTM1;IL1RN
5,FKBP5;CYTH1;FAM134B;IL6ST;CDK17;AKT3;TAP1;CHMP5;GEM;GK;ETV6;XAF1;IL1R1;SMAD3;SPTLC2;MCOLN2;OGFR;Mature DCs;B cells AICDA+ LRMP+;GCH1;PARP9;Immune Cycling cells;IFI44;ULK4;MAP3K5;ARNTL;DDX60;MASTL;C4orf32;CRY1;DTX3L;TLK2;DCP1A;MYD88;MB21D1;CPT1A;TRIM25;CD80
6,BAG1;CDKN1A;WARS;TAGAP;ZBP1;PDK1;HSH2D;FNDC3B;IRF7;STAP1;PMM2;GALNT2;IFI35;IFI6
7,SNN;PTMA;LGALS3;IFITM3;BLVRA;ALDH1A1;SPATS2L;RNF19B;SAMD4A;CD9;TNFSF10;B4GALT5;FAM46A;Mast cells
8,TYMP;EIF3L;IFNGR1;CEBPD;TNFSF13B;LAP3;ATF3;SERPINB9;EPSTI1;SCO2;LMO2;SLC15A3;SIRPA;CCR1;IMPA2;UNC93B1;LGMN;Macrophages CCL3+ CCL4+;PLSCR1;DC2 CD1D-;DC2 CD1D+;GAK;MAFF;C15orf48;CD163;LIPA;RASSF4;MAFB;Macrophages;RNF114;NAPA;SCARB2;TRIM14;ILCs;SERPING1;GBA;THBD;MT1X;ALYREF;MT1F;ADAMDEC1;LAMP3;P2RY6;MT1G
9,TXNIP;ELF1;CD69;PNRC1;IFITM2;JUNB;HLA-E;HLA-A;HLA-F;SUN2;CCDC109B;T cells Naive CD4+
10,TNFAIP3;RARRES3;SLFN5;SOCS1;ISG15;CLEC2B;RNF213;GBP2;CCND3;T cells CD4+ FOSB+;SAMHD1
11,IFI16;PSMB9;PSMB8;SP110;RBM25;NCF1;RPL22;HLA-B;ADAR;RBCK1;IRF2;PHF11;KIAA0040
12,HLA-C;RGS1;CCL4;LY6E;CCL5;NMI;GBP1;STAT1;GBP4;T cells OGT+;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARHGEF3;Tregs;CCDC92;UBE2L6;VAMP5;GBP5;ANXA2R;B2M;TRIM21;WHAMM;T cells CD8+;T cells CD8+ KLRG1+;GZMB;ANKFY1;DDX58;HEG1;NFIL3
