cluster_ID,genes
1,BST2;Plasma cells;ISG20;TIMP1;GLRX;COMMD3;DUSP5;CD38;ODC1
2,CD74;MARCKS;SNN;GCA;IFI30;LPCAT1;TFEC;DDX3X;TRIM38;PMAIP1;B cells;PXK;AIM2;NCOA3;PPM1K
3,T cells Naive CD4+;DDIT4;PLIN2;MAX;PTMA;PFKFB3;PIM3;VMP1;HES4;NAMPT;CDK17;Tregs;OPTN;FKBP5;CYTH1;FAM134B;IL6ST;GEM
4,BCL3;GK;TAP1;CHMP5;CSRNP1;TNFSF10;B4GALT5;SMAD3;SPTLC2;DCP1A;DDX60;MASTL;GCH1;Mature DCs;ILCs;ETV6;XAF1;IL1R1;AKT3;ARNTL;HEG1;PARP9;Immune Cycling cells;ULK4;MCOLN2;ATP10D;IFIT2;TNFRSF10A;MTHFD2L;OGFR;PML;SAMD4A;MAP3K5;JAK2;MYD88;ACSL1;DTX3L;TLK2;SCO2;CPT1A;TRIM25;CD80;IRF9;B cells AICDA+ LRMP+;PNPT1;MB21D1;TRIM5;MICB
5,APOL2;RTP4;HLA-G;T cells CD4+ IL17A+;NDC80;IFIT5;SLC25A28;IFIT3;TMEM140;OAS2;NK cells KLRF1+ CD3G-;GBP3;BTN3A3;SLC25A30;MX1;TRAFD1;OAS3;IFNLR1;Macrophages Metallothionein;CXCL10;PI4K2B;APOL1;C4orf32;CRY1;HELZ2;ERLIN1;HERC6;Macrophages CXCL9+ CXCL10+;PARP12;DC1;ADM;Macrophages PLA2G2D+;MVB12B;IFI44L;SPSB1;TDRD7;EXT1;PUS1;CD274;SOCS2;NOD2;STARD5;PRKD2;SLC16A1;APOBEC3A;IL15;CASP7;Macrophages LYVE1+;IFIT1;IL15RA;ST3GAL4;USP18;FZD5;Monocytes S100A8+ S100A9+;Neutrophils S100A8+ S100A9+;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM51;TMEM255A;TLR3;TCF7L2;TBX3;TAP2;STEAP4;SLC1A1;SERPINE1;SAA1;S100A8;RNASE4;PHF15;PDGFRL;PADI2;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MAP3K14;MAB21L2;LRG1;LEPR;IL17RB;IGFBP2;IFI27;IDO1;HESX1;GPX2;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL9;CXCL11;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C1S;C10orf10;BUB1;BCL2L14;BATF2;AQP9;ANKRD22;ANGPTL1;AMPH;AHNAK2;ABTB2;Monocytes CHI3L1+ CYP27A1+;ABLIM3;C9orf91;TREX1;SECTM1;IL1RN;C4orf33;ARG2;Mast cells
6,MCL1;BAG1;CDKN1A;WARS;CD9;IFI35;TAGAP;ZBP1;PDK1;HSH2D;FNDC3B;STAP1;IRF7;PMM2;EHD4;OASL;GALNT2
7,TYMP;EIF3L;IFNGR1;CEBPD;TNFSF13B;LGALS3;ATF3;UNC93B1;LGMN;Macrophages CCL3+ CCL4+;PLSCR1;DC2 CD1D-;DC2 CD1D+;GAK;MAFF;C15orf48;CD163;LIPA;RASSF4;MAFB;Macrophages;RNF114;NAPA;SCARB2;SERPING1;GBA;THBD;LMO2;SLC15A3;SIRPA;CCR1;IMPA2;LAP3;SERPINB9;IFITM3;BLVRA;ALDH1A1;SPATS2L;RNF19B;FAM46A;EPSTI1;TRIM14;MT1X;ALYREF;MT1F;ADAMDEC1;LAMP3;P2RY6;MT1G
8,ELF1;HLA-A;HLA-F;PNRC1;IFITM2;SUN2;T cells OGT+;CCDC109B;TNFAIP3;RARRES3;SLFN5;SOCS1;ISG15;CLEC2B;RNF213;GBP2;CCND3;T cells CD4+ FOSB+;SAMHD1
9,CCL4;RGS1;HLA-C;UBE2L6;ANXA2R;B2M;T cells CD8+;T cells CD8+ KLRG1+;GZMB;NFIL3;IFI6;LY6E;CCL5;NMI;GBP1;STAT1;GBP4;VAMP5;GBP5;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ARHGEF3;ANKFY1;DDX58;TRIM21;WHAMM;IFI44;CCDC92
10,TXNIP;SP110;RBM25;IFI16;PSMB9;PSMB8;CD69;JUNB;HLA-E;NCF1;RPL22;HLA-B;ADAR;RBCK1;IRF2;PHF11;KIAA0040
