cluster_ID,genes
1,CD74;MARCKS;Plasma cells;ISG20;PDK1;COMMD3;HSH2D;FNDC3B;CD38;ZBP1;NCOA3
2,SERPINB9;SAMHD1;EPSTI1;TNFSF13B;IFNGR1;B cells;TYMP;GLRX;PLSCR1;EIF3L;CEBPD;EHD4;UNC93B1;GCA;IFI30
3,PTMA;HES4;ST3GAL4;IFIT3;DTX3L;STAT1;DCP1A;ETV6;TRIM25;IFIT2;TLK2;C4orf33;SLC16A1;TCF7L2;STAP1;MTHFD2L;IFIT5
4,C4orf32;IFI44L;SOCS2;PPM1K;HERC6;PI4K2B;PMM2;RNF19B;FZD5;OAS3;NOD2;GEM;WHAMM;GBP4;DDX60;PARP9;PRKD2;ATF3;CDK17;OAS2;TREX1;MB21D1;AKT3;ATP10D;BCL3;CDKN1A;ADAMDEC1;MX1;TRIM21;C9orf91;B4GALT5;GK;CASP7;IL6ST;IL15RA;MVB12B;CRY1;IRF9;ADM;AIM2;C1S;PML;PUS1;TRIM5;B2M;ERLIN1;SLC25A28;GBA;IGFBP2;SLC25A30;NFIL3;Monocytes S100A8+ S100A9+;EXT1;ZNF385B;VEGFC;UPP2;TRIM34;TNFAIP6;TMEM51;TMEM255A;TLR3;THBD;TFEC;TDRD7;TBX3;TAP2;STEAP4;SPSB1;SLC1A1;SLC15A3;SIRPA;SERPING1;SERPINE1;SECTM1;SAMD4A;SAA1;S100A8;RNASE4;RASSF4;PHF15;PDGFRL;PADI2;P2RY6;NT5C3;NRN1;NPAS2;NEURL3;MYOF;MT1M;MT1H;MSR1;MKX;MASTL;MAP3K14;MAFB;MAB21L2;LRG1;LMO2;LEPR;LAMP3;IL1RN;IL17RB;IFNLR1;IFIT1;IDO1;HLA-G;HESX1;GJA4;G6PC;FUT4;FTSJD2;FNDC4;FFAR2;FCGR1A;ETV7;ENPP1;CYP1B1;CXCL9;CXCL11;CXCL10;CX3CL1;CTCFL;CRP;CREB3L3;CMAHP;CLEC4E;CLEC4D;CFB;CES1;CD80;CD274;CD163;CCNA1;CCL8;CCL2;CCL19;C5orf27;C22orf28;C10orf10;BUB1;BCL2L14;BATF2;ARG2;AQP9;APOBEC3A;ANKRD22;ANGPTL1;AMPH;AHNAK2;ACSL1;ABTB2;ABLIM3;Neutrophils S100A8+ S100A9+;Monocytes CHI3L1+ CYP27A1+;Macrophages LYVE1+;Macrophages PLA2G2D+;ODC1;DUSP5;SCARB2;WARS;IRF7;GALNT2;STARD5
5,MAX;CCDC109B;IFI44;FAM134B;Macrophages CCL3+ CCL4+;MAFF;TNFAIP3;NK cells KLRF1+ CD3G-;GAK;TRAFD1;RNF114;GCH1;CYTH1;PNPT1;SMAD3;RTP4;ARNTL;APOL1;MAP3K5;HELZ2;CCR1;NDC80;TNFRSF10A;TMEM140;USP18;XAF1;HEG1;ANKFY1;PARP12
6,MICB;APOL2;PIM3;CCDC92;Immune Cycling cells;MYD88;SNN;DC2 CD1D-;DC2 CD1D+;ADAR;KIAA0040;DDX58;SPTLC2;PXK;CPT1A;NAMPT;BTN3A3;Macrophages CXCL9+ CXCL10+;Mature DCs;PFKFB3;LGMN;B cells AICDA+ LRMP+;ULK4;IL1R1;IMPA2;DC1;JAK2;Macrophages;ALYREF;IL15;ILCs;FKBP5
7,IFI27;C15orf48;RPL22;GPX2;BAG1;MT1G
8,GZMB;HLA-C;IRF2;VAMP5;OASL;OGFR;GBP5;MCOLN2;NCF1;PMAIP1;TRIM38;LAP3;LPCAT1
9,VMP1;IFI6;T cells CD4+ FOSB+;TAP1;T cells OGT+;T cells Naive CD4+;MT1X;MT1F;Macrophages Metallothionein;OPTN;MCL1;SOCS1;NMI;IFI35;SCO2;Tregs;NAPA;TRIM14;PHF11;CSRNP1;T cells CD4+ IL17A+
10,HLA-F;ISG15;RARRES3;HLA-A;CCL5;LY6E;PSMB8;SUN2;RNF213;DDX3X;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);HLA-B;ANXA2R;SLFN5;ARHGEF3;RBCK1;CCL4;T cells CD8+;GBP2;T cells CD8+ KLRG1+;RBM25;GBP3;HLA-E;CLEC2B
11,PSMB9;UBE2L6;PNRC1;IFI16;CCND3;SP110;GBP1;TAGAP
12,IFITM3;SPATS2L;LGALS3;CD9;RGS1;CHMP5;BST2;TNFSF10;LIPA;BLVRA;FAM46A;PLIN2;ALDH1A1;Mast cells;TIMP1
13,JUNB;IFITM2;TXNIP;CD69;DDIT4;ELF1
