cluster_ID,genes
1,MT1X;C10orf10;LEPR
2,IL6ST;NRN1;Endothelial cells LTC4S+ SEMA3G+;Endothelial cells DARC+;CYP1B1;LY6E
3,LMO2;ELF1;TNFSF10;IFI16;IFI44L;GBP4;CLEC2B;C4orf32;SOCS2;ARHGEF3
4,PTMA;HLA-A;ISG15;IFITM3;HLA-C;HEG1;VAMP5;Endothelial cells CD36+
5,THBD;B2M;NCOA3;IGFBP2;SLFN5;OAS2;Endothelial cells CA4+ CD36+;DDIT4;CHMP5;IFI6;WARS;EHD4;PSMB9
6,TXNIP;HLA-E;IFITM2;IFI27;CD74;HLA-B
7,RPL22;LGALS3;Lymphatics
8,MARCKS;MT1G;CD9;HES4
9,Myofibroblasts HHIP+ NPNT+;PNRC1;SPATS2L;Myofibroblasts GREM1+ GREM2+;Pericytes HIGD1B+ STEAP4+;Glial cells;Pericytes RERGL+ NTRK2+;IFI35;GEM
10,Fibroblasts SFRP2+ SLPI+;SERPING1;TNFSF13B;ALDH1A1;CES1;ANGPTL1;FAM46A;Fibroblasts KCNN3+ LY6H+;PDGFRL;TNFAIP6;AHNAK2
11,COMMD3;Fibroblasts SMOC2+ PTGIS+;TCF7L2;TNFAIP3;GALNT2;GCA;CD69;GJA4;BAG1;TRIM5;TMEM51;ATF3;ISG20;GBP2;STEAP4;MAB21L2;IFIT1;PPM1K;ATP10D;CXCL10;KIAA0040;CCL5;RBCK1;DDX58
12,CPT1A;MAX;ADAR;XAF1;IDO1;PML;CCND3;IRF2;PRKD2;TREX1;TYMP;HLA-F;GBP3;MT1F;GLRX;AKT3;UBE2L6;CX3CL1;TAP1;HERC6;TRIM25;RNF114;OAS3;ETV6;NAMPT;TMEM140;NMI;NAPA;LGMN;SLC16A1;SERPINE1;CRY1;IRF7
13,SCARB2;GBP1;LAP3;MAFB;SAMHD1;PHF11;EPSTI1;APOL2;DCP1A;CCL4;FKBP5;SAMD4A;PMAIP1;TRIM38;ABLIM3;GCH1;IFIT2;SP110;DDX60;SLC25A28;LPCAT1;C4orf33;ANKFY1;SPSB1;SUN2;PI4K2B;TLK2;CREB3L3;PNPT1;GBA;CCDC92;BLVRA;SMAD3;PXK;SOCS1;EXT1;TLR3;CXCL11;ST3GAL4;MAP3K5;IL15RA;CXCL9;RNF213;CSRNP1;IRF9;Stromal Cycling cells;MTHFD2L;PARP12;ERLIN1;BCL3;RNF19B;IL15;CASP7;SLC25A30;DTX3L;USP18;MB21D1;OGFR;ALYREF;JAK2;MYD88;PFKFB3;TRIM21;RTP4;GAK;NFIL3;PDK1;SLC15A3;TRAFD1;SCO2;GPX2;ZNF385B;ZBP1;WHAMM;UPP2;UNC93B1;ULK4;TRIM34;TRIM14;TNFRSF10A;TMEM255A;TFEC;TDRD7;TAP2;TAGAP;STARD5;STAP1;SNN;SLC1A1;SIRPA;SECTM1;SAA1;S100A8;RNASE4;RASSF4;PUS1;PMM2;PHF15;PADI2;P2RY6;OASL;NT5C3;NPAS2;NOD2;NEURL3;NDC80;NCF1;MVB12B;MSR1;MKX;MICB;MCOLN2;MASTL;MAP3K14;LRG1;LAMP3;IMPA2;IL1RN;IL17RB;IFNLR1;IFI30;HSH2D;HLA-G;HESX1;HELZ2;GZMB;GK;GBP5;G6PC;FZD5;FUT4;FTSJD2;FNDC4;FFAR2;FCGR1A;FAM134B;ETV7;ENPP1;CTCFL;CRP;CMAHP;CLEC4E;CLEC4D;CFB;CD80;CD274;CD163;CCR1;CCNA1;C9orf91;C5orf27;C22orf28;BUB1;BCL2L14;BATF2;ARNTL;ARG2;AQP9;APOBEC3A;ANKRD22;AMPH;AIM2;ABTB2;ACSL1
14,LIPA;IFI44;IFNGR1;SPTLC2;PLSCR1;JUNB;CDK17;PSMB8;PARP9;IFIT5;CDKN1A;BTN3A3;B4GALT5;OPTN;MX1;RBM25;DDX3X;CYTH1;BST2;MYOF;VEGFC;APOL1
15,MT1H;MT1M;CCDC109B;ANXA2R;DUSP5;EIF3L;RGS1;PIM3;C15orf48;IFIT3;SERPINB9;MAFF;CD38;PLIN2
16,CEBPD;IL1R1;MCL1;Fibroblasts NPY+ SLITRK6+;STAT1;TBX3;Inflammatory fibroblasts IL11+ CHI3L1+;FNDC3B;ODC1
17,RARRES3;VMP1;ADAMDEC1;Fibroblasts ADAMDEC1+;CCL2;CCL8;Activated fibroblasts CCL19+ ADAMADEC1+;ADM;CCL19
18,TIMP1;C1S
