cluster_ID,genes
1,CD74;GLRX;MARCKS;TYMP
2,CD38;CDKN1A;COMMD3;DUSP5;FNDC3B;HSH2D;ISG20;ODC1;PDK1;Plasma cells;ZBP1
3,IFI30;MAFF;MCL1
4,ACSL1;AQP9;ATP10D;C9orf91;CASP7;CLEC4E;CXCL10;FUT4;GBA;GK;IFIT5;IL1RN;IL6ST;JAK2;LAMP3;LRG1;Macrophages CXCL9+ CXCL10+;MASTL;Mature DCs;MB21D1;Monocytes S100A8+ S100A9+;MYOF;Neutrophils S100A8+ S100A9+;PARP12;PFKFB3;PI4K2B;PML;RNF19B;S100A8;TCF7L2;THBD;TMEM51;TRIM25
5,ADM;ATF3;BCL3;C4orf32;CSRNP1;ETV6;NAMPT;NCOA3;NFIL3;PIM3;PMAIP1;SCARB2;SCO2
6,B4GALT5;CD9;DDX58;ERLIN1;IFIT1;KIAA0040;Macrophages Metallothionein;Mast cells;MT1F;MT1X;PNPT1;ST3GAL4;TRIM5;WHAMM
7,ABLIM3;ABTB2;AHNAK2;AMPH;ANGPTL1;ANKRD22;APOBEC3A;B cells AICDA+ LRMP+;B2M;BATF2;BCL2L14;C1S;C22orf28;C5orf27;CCL19;CCL8;CCNA1;CD274;CD80;CES1;CFB;CLEC4D;CMAHP;CREB3L3;CRP;CRY1;CTCFL;CX3CL1;CXCL11;CYP1B1;ENPP1;EXT1;FFAR2;FNDC4;FTSJD2;FZD5;G6PC;GJA4;GPX2;HELZ2;HESX1;HLA-B;HLA-G;IFI27;IFNLR1;IL17RB;LEPR;MAB21L2;MAP3K14;MICB;MKX;Monocytes CHI3L1+ CYP27A1+;MT1G;MT1H;MT1M;NEURL3;NOD2;NPAS2;NRN1;NT5C3;OASL;PADI2;PDGFRL;PHF15;PRKD2;RNASE4;RPL22;SAA1;SAMD4A;SERPINE1;SLC1A1;SPSB1;STEAP4;TAP2;TBX3;TLR3;TMEM255A;TNFAIP6;TNFRSF10A;TRIM34;UPP2;VEGFC;ZNF385B
8,ARG2;B cells;BAG1;C10orf10;C4orf33;GALNT2;IL15;PMM2;PPM1K;SLC16A1;STAP1;STARD5;TREX1
9,ANKFY1;BTN3A3;CPT1A;FAM134B;HEG1;HLA-C;IFI44L;IFIT3;ILCs;IRF9;MCOLN2;MVB12B;MX1;OAS2;PTMA;RTP4;SLC25A28;SMAD3;T cells CD8+;T cells CD8+ KLRG1+;TRAFD1;ULK4
10,AKT3;APOL1;CDK17;EHD4;GCH1;GEM;HERC6;IFI35;IGFBP2;IL15RA;IRF7;Macrophages PLA2G2D+;MTHFD2L;NK cells KLRF1+ CD3G-;PUS1;SLC25A30;SOCS2;TDRD7;TLK2;TMEM140;TRIM21;USP18
11,AIM2;ALYREF;APOL2;BUB1;CCDC92;DC1;IFI6;IL1R1;Immune Cycling cells;MAP3K5;NDC80;OAS3;PXK;T cells Naive CD4+;Tregs
12,ADAMDEC1;C15orf48;CCL2;CCR1;CD163;CXCL9;DC2 CD1D-;DC2 CD1D+;FCGR1A;GAK;GCA;IDO1;IMPA2;LAP3;LGMN;LIPA;LPCAT1;Macrophages;Macrophages CCL3+ CCL4+;Macrophages LYVE1+;MAFB;MSR1;NCF1;P2RY6;RASSF4;SECTM1;SERPINB9;SERPING1;SIRPA;SLC15A3;SNN;TFEC;TRIM14;UNC93B1;WARS
13,ALDH1A1;BLVRA;BST2;FAM46A;IFIT2;IFITM3;LGALS3;LMO2;MYD88;SPATS2L;TIMP1
14,CCND3;CD69;CHMP5;ELF1;IFI16;IFITM2;PLIN2;PNRC1;PSMB8;RBCK1;SLFN5;SOCS1;SP110;TXNIP;VMP1
15,ANXA2R;ARHGEF3;CCDC109B;CCL5;GBP2;GBP5;HLA-A;HLA-E;HLA-F;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);ISG15;OPTN;PHF11;PSMB9;RARRES3;RBM25;RNF213;SUN2;T cells CD4+ FOSB+;T cells OGT+;TAGAP;TAP1
16,CLEC2B;EIF3L;EPSTI1;GBP1;GBP4;IFNGR1;LY6E;NAPA;NMI;PLSCR1;SAMHD1;STAT1;TNFSF13B;UBE2L6;VAMP5
17,CCL4;CEBPD;DDX60;DTX3L;GZMB;IRF2;OGFR;RNF114;TNFSF10;TRIM38
18,ADAR;ARNTL;CYTH1;DCP1A;ETV7;FKBP5;GBP3;HES4;IFI44;MAX;PARP9;RGS1;T cells CD4+ IL17A+;TNFAIP3;XAF1
19,DDIT4;DDX3X;JUNB;SPTLC2
