cluster_ID,genes
1,CD38;CDKN1A;COMMD3;DUSP5;FNDC3B;HSH2D;ISG20;MCL1;ODC1;PDK1;Plasma cells;ZBP1
2,CD74;GLRX;MARCKS;TYMP
3,BLVRA;BST2;FAM46A;IFITM3
4,ALDH1A1;LGALS3;LMO2;SPATS2L;TIMP1
5,ADM;AQP9;ATP10D;BCL3;C9orf91;CLEC4E;CSRNP1;CXCL10;ETV6;GBA;IFI30;IL1RN;IL6ST;JAK2;LAMP3;LRG1;MAFF;MASTL;MB21D1;Monocytes S100A8+ S100A9+;MYOF;NAMPT;NCOA3;Neutrophils S100A8+ S100A9+;PI4K2B;PIM3;PML;S100A8;SCARB2;SCO2;TCF7L2;THBD;TMEM51;TRIM25
6,ACSL1;ALYREF;ATF3;BUB1;CASP7;DC1;FUT4;GK;IFI6;IFIT5;Macrophages CXCL9+ CXCL10+;MAP3K5;PARP12;PFKFB3;PXK;RNF19B;SERPINB9
7,ADAMDEC1;C15orf48;CCL2;CCR1;CD163;CXCL9;DC2 CD1D-;DC2 CD1D+;FCGR1A;GAK;GCA;IDO1;IMPA2;LAP3;LGMN;LIPA;LPCAT1;Macrophages;Macrophages CCL3+ CCL4+;Macrophages LYVE1+;MAFB;MSR1;MYD88;NCF1;P2RY6;RASSF4;SECTM1;SERPING1;SIRPA;SLC15A3;SNN;TFEC;TRIM14;UNC93B1;WARS
8,AIM2;BAG1;CCDC92;Immune Cycling cells;PTMA
9,B cells AICDA+ LRMP+;C4orf33;CCL19;CD274;CRY1;GPX2;HLA-B;IFI27;IL15;IL15RA;Macrophages PLA2G2D+;Mature DCs;MT1H;MT1M;NOD2;OASL;PUS1;RPL22;SAMD4A;SLC25A30;SPSB1
10,ABLIM3;ABTB2;AHNAK2;AMPH;ANGPTL1;ANKRD22;APOBEC3A;B2M;BATF2;BCL2L14;C1S;C22orf28;C5orf27;CCL8;CCNA1;CD80;CES1;CFB;CLEC4D;CMAHP;CREB3L3;CRP;CTCFL;CX3CL1;CXCL11;CYP1B1;ENPP1;EXT1;FFAR2;FNDC4;FTSJD2;FZD5;G6PC;GJA4;HELZ2;HESX1;IL17RB;LEPR;MAB21L2;MAP3K14;MICB;MKX;Monocytes CHI3L1+ CYP27A1+;NEURL3;NPAS2;NRN1;NT5C3;PADI2;PDGFRL;PHF15;RNASE4;SAA1;SERPINE1;SLC1A1;STEAP4;TAP2;TBX3;TLR3;TMEM255A;TNFAIP6;TNFRSF10A;TRIM34;UPP2;VEGFC;ZNF385B
11,ARG2;B cells;C10orf10;GALNT2;IFNLR1;MT1G;PMM2;PPM1K;PRKD2;SLC16A1;STAP1;STARD5;TREX1
12,B4GALT5;CD9;DDX58;ERLIN1;IFIT1;Macrophages Metallothionein;Mast cells;MT1F;MT1X;PNPT1;ST3GAL4
13,ANKFY1;BTN3A3;HEG1;HLA-C;HLA-G;ILCs;IRF9;MCOLN2;MVB12B;MX1;OAS2;RTP4;SLC25A28;T cells CD8+;TRAFD1;ULK4
14,DCP1A;HES4;IFI44L;IFIT2;IFIT3;KIAA0040;TRIM5;WHAMM
15,AKT3;APOL1;CDK17;EHD4;IFI35;IGFBP2;IRF7;NDC80;NK cells KLRF1+ CD3G-;SOCS2;TDRD7;TMEM140;TRIM21;USP18
16,C4orf32;CPT1A;DDX60;DTX3L;GCH1;GEM;MTHFD2L;NFIL3;PMAIP1;RNF114;SPTLC2;TLK2;TRIM38
17,ADAR;ARNTL;CYTH1;FKBP5;GBP3;IFI44;MAX;PARP9;PHF11;T cells CD4+ FOSB+;TNFAIP3;XAF1
18,APOL2;ETV7;HERC6;IL1R1;OAS3;RGS1;SMAD3;T cells CD4+ IL17A+;T cells Naive CD4+;Tregs
19,CD69;ELF1;GBP2;GBP5;HLA-F;PLIN2;PSMB9;RARRES3;RBCK1;RBM25;SLFN5;SP110;SUN2;VMP1
20,ANXA2R;ARHGEF3;CCDC109B;HLA-A;HLA-E;ISG15;OPTN;PNRC1;RNF213;SOCS1;STAT1;T cells OGT+;TAGAP
21,CCL5;FAM134B;GZMB;IELs ID3+ ENTPD1+ (NK-like cells ID3+ ENTPD1+);IRF2;T cells CD8+ KLRG1+;TAP1
22,DDIT4;DDX3X;JUNB
23,CCND3;CHMP5;CLEC2B;IFI16;IFITM2;LY6E;PSMB8;TXNIP
24,EIF3L;EPSTI1;GBP1;NAPA;SAMHD1;TNFSF13B;UBE2L6;VAMP5
25,CCL4;CEBPD;GBP4;IFNGR1;NMI;OGFR;PLSCR1;TNFSF10
